"lon","lat","month","pr","rlds","rsds","sfcWind","tas","uas","vas","PM25","PM10","SO2","VOC","OC","CO","CO2","BC","NH3","NOx"
112.0369,22.9394,"202001",1.49921936554165e-06,295.095550537109,175.919097900391,3.51152205467224,284.605346679688,-1.27903413772583,-1.76799261569977,31.5020332336426,61.5444030761719,197.518829345703,283.412170410156,3.7539324760437,868.62353515625,403165.5,4.29708194732666,222.428314208984,349.696807861328
112.0369,22.9394,"202002",5.26684345913964e-07,300.458984375,222.686889648438,3.03224325180054,287.869079589844,-1.44569826126099,-0.657870531082153,26.4785804748535,47.6748466491699,133.760238647461,251.684951782227,3.52383494377136,687.029296875,257928.375,4.07041692733765,220.459030151367,244.672622680664
112.0369,22.9394,"202003",3.17570884362794e-05,387.912872314453,142.950805664062,3.61217379570007,292.512969970703,-0.559405565261841,1.08272981643677,36.8787498474121,68.5120544433594,196.997497558594,396.953765869141,4.22102069854736,935.526306152344,379390.25,4.90623950958252,234.714492797852,343.525756835938
112.0369,22.9394,"202004",7.30259853298776e-05,400.153045654297,132.079162597656,2.73379254341125,293.792694091797,-1.02210283279419,0.254430770874023,38.0849685668945,72.4967422485352,211.367767333984,376.013153076172,4.10777854919434,973.159240722656,419507.84375,4.77246475219727,278.490570068359,370.382659912109
112.0369,22.9394,"202005",4.28243693022523e-05,387.489624023438,234.935211181641,2.72463798522949,296.639923095703,-1.06668603420258,0.50262975692749,39.9334602355957,76.6770858764648,226.517974853516,387.469482421875,4.19522619247437,1024.90637207031,452601.6875,4.85979080200195,314.874450683594,395.682220458984
112.0369,22.9394,"202006",0.000112101442937274,427.908538818359,188.085494995117,3.56887054443359,299.572998046875,-0.0618779435753822,2.04591846466064,43.0510559082031,82.2509307861328,243.567077636719,461.316680908203,4.44370317459106,1098.38415527344,477231.875,5.21719980239868,346.842163085938,419.226287841797
112.0369,22.9394,"202007",3.69837471225765e-05,427.401672363281,271.784545898438,2.63342928886414,301.991485595703,-0.0937925949692726,1.67694044113159,40.5174751281738,78.205924987793,233.769454956055,398.029571533203,4.23200607299805,1046.56274414062,468147.71875,4.91060829162598,341.41552734375,407.738616943359
112.0369,22.9394,"202008",0.000311626878101379,433.995483398438,192.938858032227,3.86875629425049,300.729736328125,-1.32341480255127,1.03830993175507,41.3050575256348,80.2047729492188,243.014450073242,409.925231933594,4.28150796890259,1076.1494140625,486407.125,4.97596311569214,354.715240478516,420.278503417969
112.0369,22.9394,"202009",4.37873177361325e-06,383.809295654297,267.882019042969,3.320960521698,299.779602050781,-1.53491961956024,-1.67634308338165,43.4402198791504,80.6139144897461,223.86262512207,498.630157470703,4.60770082473755,1071.69848632812,423724.1875,5.42652893066406,291.255065917969,384.771697998047
112.0369,22.9394,"202010",1.36552343974472e-05,368.716583251953,211.913650512695,3.30666184425354,296.540802001953,-2.07613158226013,-1.23714447021484,40.3731880187988,73.5487976074219,194.430816650391,448.19140625,4.45946598052979,980.170776367188,364111.25,5.20056390762329,255.350692749023,338.219482421875
112.0369,22.9394,"202011",4.33503601016128e-06,316.517211914062,189.997985839844,4.07572650909424,290.176910400391,-2.26801443099976,-2.84528756141663,43.104118347168,78.9011688232422,208.415084838867,492.472442626953,4.59188461303711,1038.37817382812,388798.15625,5.39612102508545,262.268096923828,358.746368408203
112.0369,22.9394,"202012",2.55073518928839e-06,293.722442626953,155.231491088867,3.93739485740662,283.807434082031,-1.67463624477386,-3.26498126983643,46.360107421875,84.9272766113281,224.789352416992,553.174621582031,4.82229948043823,1105.90844726562,418796.375,5.67392063140869,242.110748291016,384.706939697266
112.0391,22.9169,"202001",1.49921936554165e-06,295.095550537109,175.919097900391,3.51152205467224,284.605346679688,-1.27903413772583,-1.76799261569977,31.5020332336426,61.5444030761719,197.518829345703,283.412170410156,3.7539324760437,868.62353515625,403165.5,4.29708194732666,222.428314208984,349.696807861328
112.0391,22.9169,"202002",5.26684345913964e-07,300.458984375,222.686889648438,3.03224325180054,287.869079589844,-1.44569826126099,-0.657870531082153,26.4785804748535,47.6748466491699,133.760238647461,251.684951782227,3.52383494377136,687.029296875,257928.375,4.07041692733765,220.459030151367,244.672622680664
112.0391,22.9169,"202003",3.17570884362794e-05,387.912872314453,142.950805664062,3.61217379570007,292.512969970703,-0.559405565261841,1.08272981643677,36.8787498474121,68.5120544433594,196.997497558594,396.953765869141,4.22102069854736,935.526306152344,379390.25,4.90623950958252,234.714492797852,343.525756835938
112.0391,22.9169,"202004",7.30259853298776e-05,400.153045654297,132.079162597656,2.73379254341125,293.792694091797,-1.02210283279419,0.254430770874023,38.0849685668945,72.4967422485352,211.367767333984,376.013153076172,4.10777854919434,973.159240722656,419507.84375,4.77246475219727,278.490570068359,370.382659912109
112.0391,22.9169,"202005",4.28243693022523e-05,387.489624023438,234.935211181641,2.72463798522949,296.639923095703,-1.06668603420258,0.50262975692749,39.9334602355957,76.6770858764648,226.517974853516,387.469482421875,4.19522619247437,1024.90637207031,452601.6875,4.85979080200195,314.874450683594,395.682220458984
112.0391,22.9169,"202006",0.000112101442937274,427.908538818359,188.085494995117,3.56887054443359,299.572998046875,-0.0618779435753822,2.04591846466064,43.0510559082031,82.2509307861328,243.567077636719,461.316680908203,4.44370317459106,1098.38415527344,477231.875,5.21719980239868,346.842163085938,419.226287841797
112.0391,22.9169,"202007",3.69837471225765e-05,427.401672363281,271.784545898438,2.63342928886414,301.991485595703,-0.0937925949692726,1.67694044113159,40.5174751281738,78.205924987793,233.769454956055,398.029571533203,4.23200607299805,1046.56274414062,468147.71875,4.91060829162598,341.41552734375,407.738616943359
112.0391,22.9169,"202008",0.000311626878101379,433.995483398438,192.938858032227,3.86875629425049,300.729736328125,-1.32341480255127,1.03830993175507,41.3050575256348,80.2047729492188,243.014450073242,409.925231933594,4.28150796890259,1076.1494140625,486407.125,4.97596311569214,354.715240478516,420.278503417969
112.0391,22.9169,"202009",4.37873177361325e-06,383.809295654297,267.882019042969,3.320960521698,299.779602050781,-1.53491961956024,-1.67634308338165,43.4402198791504,80.6139144897461,223.86262512207,498.630157470703,4.60770082473755,1071.69848632812,423724.1875,5.42652893066406,291.255065917969,384.771697998047
112.0391,22.9169,"202010",1.36552343974472e-05,368.716583251953,211.913650512695,3.30666184425354,296.540802001953,-2.07613158226013,-1.23714447021484,40.3731880187988,73.5487976074219,194.430816650391,448.19140625,4.45946598052979,980.170776367188,364111.25,5.20056390762329,255.350692749023,338.219482421875
112.0391,22.9169,"202011",4.33503601016128e-06,316.517211914062,189.997985839844,4.07572650909424,290.176910400391,-2.26801443099976,-2.84528756141663,43.104118347168,78.9011688232422,208.415084838867,492.472442626953,4.59188461303711,1038.37817382812,388798.15625,5.39612102508545,262.268096923828,358.746368408203
112.0391,22.9169,"202012",2.55073518928839e-06,293.722442626953,155.231491088867,3.93739485740662,283.807434082031,-1.67463624477386,-3.26498126983643,46.360107421875,84.9272766113281,224.789352416992,553.174621582031,4.82229948043823,1105.90844726562,418796.375,5.67392063140869,242.110748291016,384.706939697266
112.0538,22.9538,"202001",1.49921936554165e-06,295.095550537109,175.919097900391,3.51152205467224,284.605346679688,-1.27903413772583,-1.76799261569977,31.5020332336426,61.5444030761719,197.518829345703,283.412170410156,3.7539324760437,868.62353515625,403165.5,4.29708194732666,222.428314208984,349.696807861328
112.0538,22.9538,"202002",5.26684345913964e-07,300.458984375,222.686889648438,3.03224325180054,287.869079589844,-1.44569826126099,-0.657870531082153,26.4785804748535,47.6748466491699,133.760238647461,251.684951782227,3.52383494377136,687.029296875,257928.375,4.07041692733765,220.459030151367,244.672622680664
112.0538,22.9538,"202003",3.17570884362794e-05,387.912872314453,142.950805664062,3.61217379570007,292.512969970703,-0.559405565261841,1.08272981643677,36.8787498474121,68.5120544433594,196.997497558594,396.953765869141,4.22102069854736,935.526306152344,379390.25,4.90623950958252,234.714492797852,343.525756835938
112.0538,22.9538,"202004",7.30259853298776e-05,400.153045654297,132.079162597656,2.73379254341125,293.792694091797,-1.02210283279419,0.254430770874023,38.0849685668945,72.4967422485352,211.367767333984,376.013153076172,4.10777854919434,973.159240722656,419507.84375,4.77246475219727,278.490570068359,370.382659912109
112.0538,22.9538,"202005",4.28243693022523e-05,387.489624023438,234.935211181641,2.72463798522949,296.639923095703,-1.06668603420258,0.50262975692749,39.9334602355957,76.6770858764648,226.517974853516,387.469482421875,4.19522619247437,1024.90637207031,452601.6875,4.85979080200195,314.874450683594,395.682220458984
112.0538,22.9538,"202006",0.000112101442937274,427.908538818359,188.085494995117,3.56887054443359,299.572998046875,-0.0618779435753822,2.04591846466064,43.0510559082031,82.2509307861328,243.567077636719,461.316680908203,4.44370317459106,1098.38415527344,477231.875,5.21719980239868,346.842163085938,419.226287841797
112.0538,22.9538,"202007",3.69837471225765e-05,427.401672363281,271.784545898438,2.63342928886414,301.991485595703,-0.0937925949692726,1.67694044113159,40.5174751281738,78.205924987793,233.769454956055,398.029571533203,4.23200607299805,1046.56274414062,468147.71875,4.91060829162598,341.41552734375,407.738616943359
112.0538,22.9538,"202008",0.000311626878101379,433.995483398438,192.938858032227,3.86875629425049,300.729736328125,-1.32341480255127,1.03830993175507,41.3050575256348,80.2047729492188,243.014450073242,409.925231933594,4.28150796890259,1076.1494140625,486407.125,4.97596311569214,354.715240478516,420.278503417969
112.0538,22.9538,"202009",4.37873177361325e-06,383.809295654297,267.882019042969,3.320960521698,299.779602050781,-1.53491961956024,-1.67634308338165,43.4402198791504,80.6139144897461,223.86262512207,498.630157470703,4.60770082473755,1071.69848632812,423724.1875,5.42652893066406,291.255065917969,384.771697998047
112.0538,22.9538,"202010",1.36552343974472e-05,368.716583251953,211.913650512695,3.30666184425354,296.540802001953,-2.07613158226013,-1.23714447021484,40.3731880187988,73.5487976074219,194.430816650391,448.19140625,4.45946598052979,980.170776367188,364111.25,5.20056390762329,255.350692749023,338.219482421875
112.0538,22.9538,"202011",4.33503601016128e-06,316.517211914062,189.997985839844,4.07572650909424,290.176910400391,-2.26801443099976,-2.84528756141663,43.104118347168,78.9011688232422,208.415084838867,492.472442626953,4.59188461303711,1038.37817382812,388798.15625,5.39612102508545,262.268096923828,358.746368408203
112.0538,22.9538,"202012",2.55073518928839e-06,293.722442626953,155.231491088867,3.93739485740662,283.807434082031,-1.67463624477386,-3.26498126983643,46.360107421875,84.9272766113281,224.789352416992,553.174621582031,4.82229948043823,1105.90844726562,418796.375,5.67392063140869,242.110748291016,384.706939697266
