"lon","lat","month","ma"
112.0369,22.9394,202001,84.6774193548387
112.0369,22.9394,202002,78.7586206896552
112.0369,22.9394,202003,67.3225806451613
112.0369,22.9394,202004,87.0333333333333
112.0369,22.9394,202005,94.1290322580645
112.0369,22.9394,202006,68.6333333333333
112.0369,22.9394,202007,81.258064516129
112.0369,22.9394,202008,86.4838709677419
112.0369,22.9394,202009,92.5
112.0369,22.9394,202010,101
112.0369,22.9394,202011,109.4
112.0369,22.9394,202012,79.2903225806452
112.427,23.0706,202001,86.6451612903226
112.427,23.0706,202002,84.7586206896552
112.427,23.0706,202003,67.5483870967742
112.427,23.0706,202004,94.7
112.427,23.0706,202005,97.7096774193548
112.427,23.0706,202006,69.2
112.427,23.0706,202007,85.8387096774194
112.427,23.0706,202008,93.4838709677419
112.427,23.0706,202009,100.733333333333
112.427,23.0706,202010,103.967741935484
112.427,23.0706,202011,102.833333333333
112.427,23.0706,202012,73.5483870967742
112.471,23.0528,202001,80.741935483871
112.471,23.0528,202002,80.1724137931034
112.471,23.0528,202003,65.3870967741936
112.471,23.0528,202004,96.1333333333333
112.471,23.0528,202005,95.6129032258064
112.471,23.0528,202006,64.9333333333333
112.471,23.0528,202007,87.9032258064516
112.471,23.0528,202008,103.935483870968
112.471,23.0528,202009,109.7
112.471,23.0528,202010,110.774193548387
112.471,23.0528,202011,113.566666666667
112.471,23.0528,202012,81.6451612903226
112.565,23.1617,202001,79.0322580645161
112.565,23.1617,202002,79.6896551724138
112.565,23.1617,202003,63.0967741935484
112.565,23.1617,202004,101.466666666667
112.565,23.1617,202005,100.193548387097
112.565,23.1617,202006,73.0666666666667
112.565,23.1617,202007,90.2258064516129
112.565,23.1617,202008,100.354838709677
112.565,23.1617,202009,108.6
112.565,23.1617,202010,105.129032258065
112.565,23.1617,202011,108.566666666667
112.565,23.1617,202012,75.5806451612903
112.844,22.8693,202001,100.225806451613
112.844,22.8693,202002,90.0344827586207
112.844,22.8693,202003,81.3225806451613
112.844,22.8693,202004,130.666666666667
112.844,22.8693,202005,133.451612903226
112.844,22.8693,202006,82.1333333333333
112.844,22.8693,202007,94.1935483870968
112.844,22.8693,202008,123.064516129032
112.844,22.8693,202009,140
112.844,22.8693,202010,147.806451612903
112.844,22.8693,202011,150.533333333333
112.844,22.8693,202012,86.1612903225806
112.863,23.1886,202001,92.6774193548387
112.863,23.1886,202002,89.4137931034483
112.863,23.1886,202003,70.6774193548387
112.863,23.1886,202004,122.5
112.863,23.1886,202005,120.193548387097
112.863,23.1886,202006,83.1666666666667
112.863,23.1886,202007,113.483870967742
112.863,23.1886,202008,129.096774193548
112.863,23.1886,202009,125.333333333333
112.863,23.1886,202010,123.161290322581
112.863,23.1886,202011,130.133333333333
112.863,23.1886,202012,79.9032258064516
112.885,23.1572,202001,88.9032258064516
112.885,23.1572,202002,81.5172413793103
112.885,23.1572,202003,68.5806451612903
112.885,23.1572,202004,117.133333333333
112.885,23.1572,202005,125.774193548387
112.885,23.1572,202006,78.7666666666667
112.885,23.1572,202007,108.290322580645
112.885,23.1572,202008,130.677419354839
112.885,23.1572,202009,127.266666666667
112.885,23.1572,202010,124.516129032258
112.885,23.1572,202011,125.7
112.885,23.1572,202012,77.3870967741936
113.074,22.5811,202001,101.225806451613
113.074,22.5811,202002,93.2413793103448
113.074,22.5811,202003,85.7096774193548
113.074,22.5811,202004,120.266666666667
