"lon","lat","month","pr","rlds","rsds","sfcWind","tas","uas","vas","PM25","PM10","SO2","VOC","OC","CO","CO2","BC","NH3","NOx"
112.0369,22.9394,"202001",3.79800326300028e-06,270.443298339844,173.066864013672,3.43440413475037,280.794250488281,-1.45381593704224,-2.68906426429749,30.451099395752,60.3133697509766,194.174285888672,282.422637939453,3.75857734680176,843.316589355469,420539.53125,4.28180074691772,225.259857177734,344.998809814453
112.0369,22.9394,"202002",9.11741517484188e-06,332.796966552734,166.289672851562,2.87791323661804,288.1796875,-1.13186609745026,-0.321891903877258,25.4892024993896,46.3841171264648,130.926803588867,250.754272460938,3.5393533706665,666.169372558594,268693.84375,4.07210826873779,223.253112792969,241.103729248047
112.0369,22.9394,"202003",4.09168205806054e-06,360.302917480469,215.751419067383,3.81042575836182,293.856628417969,-0.532557964324951,1.39941883087158,35.4236068725586,66.5694274902344,192.667816162109,395.372314453125,4.19544076919556,902.203186035156,395028.5,4.83601474761963,237.71955871582,338.234771728516
112.0369,22.9394,"202004",2.13914536288939e-05,383.134246826172,214.077072143555,3.46049070358276,295.102844238281,-0.689468204975128,1.29070293903351,36.5738334655762,70.4890441894531,207.094314575195,374.426300048828,4.08815813064575,939.019775390625,436881.6875,4.71336555480957,282.265594482422,364.699829101562
112.0369,22.9394,"202005",3.75597301172093e-05,415.572814941406,202.955551147461,2.89528155326843,298.476654052734,-0.393651157617569,1.74601197242737,38.3558731079102,74.5964889526367,222.060836791992,385.847839355469,4.17108678817749,988.673889160156,471485.75,4.7934308052063,319.222412109375,389.769958496094
112.0369,22.9394,"202006",4.8367914132541e-05,430.839477539062,244.726669311523,3.02791619300842,301.691864013672,0.111471749842167,1.95148587226868,41.3285522460938,79.9618835449219,238.463455200195,459.372131347656,4.40274906158447,1057.81359863281,496972.34375,5.11875343322754,351.734405517578,412.76171875
112.0369,22.9394,"202007",3.03224787785439e-05,428.636627197266,266.112762451172,3.32415318489075,302.536895751953,-1.04783415794373,1.47719192504883,38.931453704834,76.128059387207,229.20881652832,396.357421875,4.20552110671997,1009.77545166016,487774,4.83991527557373,346.148681640625,401.765319824219
112.0369,22.9394,"202008",7.17924049240537e-05,439.299896240234,232.483306884766,3.09137964248657,302.507751464844,-1.12360060214996,0.675150156021118,39.7031784057617,78.123291015625,238.315307617188,408.251739501953,4.25201845169067,1038.087890625,506780.75,4.89955949783325,359.757293701172,414.024261474609
112.0369,22.9394,"202009",4.32775996159762e-05,404.120544433594,220.072082519531,3.97370195388794,300.128997802734,-1.89584255218506,-2.45550918579102,41.5779876708984,78.0196304321289,218.51252746582,496.431762695312,4.5561466217041,1029.48754882812,440767.21875,5.3090705871582,295.154693603516,378.434936523438
112.0369,22.9394,"202010",1.9791461454588e-05,373.956634521484,180.334655761719,3.97573637962341,294.466125488281,-2.30163288116455,-2.64698648452759,38.5882797241211,71.0148544311523,189.578353881836,446.178894042969,4.41842842102051,941.250915527344,378524.6875,5.10328722000122,258.629669189453,332.454437255859
