"lon","lat","month","pr","rlds","rsds","sfcWind","tas","uas","vas","PM25","PM10","SO2","VOC","OC","CO","CO2","BC","NH3","NOx"
112.0369,22.9394,"202001",8.55742655403446e-06,319.783264160156,128.239898681641,3.74466705322266,284.352783203125,-1.21074855327606,-2.03512215614319,28.8858699798584,56.9138069152832,186.983596801758,280.688262939453,3.51475238800049,814.804626464844,435788.03125,4.0063738822937,222.418991088867,335.782653808594
112.0369,22.9394,"202002",1.22005130833713e-05,330.714965820312,149.846817016602,3.14740657806396,286.083221435547,-1.03895461559296,-0.697646021842957,24.0986728668213,43.6486701965332,125.798309326172,249.276901245117,3.3042619228363,637.523193359375,278321.625,3.80184531211853,220.449401855469,234.442779541016
112.0369,22.9394,"202003",1.47613636727328e-05,365.464782714844,146.398025512695,3.4341459274292,290.458190917969,-0.93300724029541,-0.0850063785910606,33.4299621582031,62.5523681640625,184.919128417969,392.956604003906,3.92056965827942,865.17041015625,408711.53125,4.53497123718262,234.704772949219,328.84130859375
112.0369,22.9394,"202004",4.72613101010211e-05,397.432556152344,146.745498657227,3.30543541908264,295.125701904297,-0.707128763198853,1.02578854560852,34.4639015197754,66.1591796875,198.953262329102,371.938629150391,3.81788539886475,902.498840332031,451939.78125,4.4164867401123,278.47998046875,354.443664550781
112.0369,22.9394,"202005",0.000130088650621474,418.335693359375,145.702667236328,3.11319661140442,296.95849609375,-0.450786799192429,1.29229402542114,36.1439018249512,70.0203323364258,213.402008056641,383.284027099609,3.89635324478149,951.47802734375,487846.40625,4.4939661026001,314.863403320312,379.007995605469
112.0369,22.9394,"202006",5.55517399334349e-05,430.558837890625,252.037963867188,3.15950059890747,301.39013671875,0.38131257891655,2.03920412063599,38.9504852294922,75.0682373046875,228.966842651367,456.376770019531,4.11080503463745,1016.82525634766,514054.625,4.80371809005737,346.830383300781,401.290283203125
112.0369,22.9394,"202007",4.03349695261568e-05,420.853637695312,267.80810546875,3.00633883476257,301.572296142578,-0.0223444271832705,1.75937354564667,36.7021522521973,71.4844207763672,220.29084777832,393.708526611328,3.9286744594574,972.414611816406,504798.8125,4.53844976425171,341.403839111328,390.832427978516
112.0369,22.9394,"202008",3.98739721276797e-05,426.402130126953,263.210693359375,3.37647175788879,302.396179199219,-1.77521395683289,0.800760924816132,37.4468955993652,73.3884887695312,229.065078735352,405.581756591797,3.97198843955994,1000.16168212891,524407.625,4.59556436538696,354.703094482422,402.595245361328
112.0369,22.9394,"202009",5.77304599573836e-05,417.927825927734,237.407791137695,3.07382965087891,300.865447998047,-1.6710592508316,0.221401587128639,39.0889434814453,73.0840148925781,209.416397094727,493.200286865234,4.25316286087036,984.98486328125,455527.84375,4.98509216308594,291.244079589844,367.703674316406
112.0369,22.9394,"202010",9.51317997532897e-05,374.459594726562,157.05078125,4.44920825958252,293.882202148438,-2.44626641273499,-3.34065794944763,36.2217025756836,66.4242782592773,181.579330444336,443.241943359375,4.12616586685181,898.391967773438,391017.25,4.78944969177246,255.340698242188,322.806182861328
