"lon","lat","month","pr","rlds","rsds","sfcWind","tas","uas","vas","PM25","PM10","SO2","VOC","OC","CO","CO2","BC","NH3","NOx"
112.0369,22.9394,"202001",2.83246163235162e-06,316.088775634766,159.861450195312,2.49667286872864,287.192901611328,-1.22272515296936,-1.21200275421143,35.8181076049805,68.1428604125977,207.738739013672,290.721313476562,4.43951463699341,870.039611816406,417458.84375,5.02477407455444,237.599166870117,380.015625
112.0369,22.9394,"202002",4.25218604505062e-05,349.766571044922,111.756820678711,2.70603942871094,286.731414794922,-1.06274628639221,-1.13682675361633,30.583911895752,53.8808174133301,142.795791625977,258.296569824219,4.16708564758301,686.295471191406,267020.125,4.75283527374268,235.434143066406,268.263000488281
112.0369,22.9394,"202003",9.86856102827005e-05,394.864013671875,101.746376037598,2.35701251029968,291.823486328125,-0.868381559848785,0.318608939647675,42.5561141967773,77.2922058105469,210.910766601562,406.682586669922,5.01671838760376,939.1806640625,392708.40625,5.76808309555054,250.814804077148,376.504730224609
112.0369,22.9394,"202004",0.000114754395326599,404.663848876953,134.531799316406,2.46949982643127,294.717254638672,-0.737519264221191,0.750786244869232,43.8833923339844,81.5734329223633,225.058959960938,385.248138427734,4.88533306121826,976.50341796875,434264.5625,5.60568571090698,298.652679443359,405.193481445312
112.0369,22.9394,"202005",5.02416987728793e-05,438.038848876953,149.114929199219,2.37563180923462,299.485015869141,-0.437843799591064,1.87224125862122,45.9514465332031,86.1235046386719,240.760543823242,396.943206787109,4.99461889266968,1028.92224121094,468548.21875,5.71065807342529,338.070251464844,432.867706298828
112.0369,22.9394,"202006",2.13265248021344e-05,458.384033203125,179.523895263672,2.04251503944397,302.532470703125,-0.382674545049667,1.52448511123657,49.5876083374023,92.4938049316406,259.938873291016,472.409759521484,5.29761600494385,1103.62329101562,493996.375,6.14758968353271,372.925079345703,458.820404052734
112.0369,22.9394,"202007",8.91047529876232e-05,454.575042724609,186.151931762695,2.42801356315613,302.987030029297,-0.201267451047897,0.537116169929504,46.5629692077637,87.7001266479492,248.290908813477,407.740081787109,5.0373272895813,1050.87731933594,484653.25,5.77243232727051,366.666229248047,445.937164306641
112.0369,22.9394,"202008",7.89186105976114e-06,444.635437011719,218.406372070312,2.13183164596558,302.958618164062,-0.440638899803162,-0.296207249164581,47.413990020752,89.804069519043,257.905487060547,419.893829345703,5.09965181350708,1080.74645996094,503550.25,5.85205888748169,381.581451416016,458.601531982422
112.0369,22.9394,"202009",7.35919893486425e-05,438.270874023438,155.493240356445,2.22065043449402,299.812225341797,-1.55631017684937,-0.391775816679001,50.4626770019531,91.6220703125,241.36994934082,510.508209228516,5.50086498260498,1077.25012207031,438523.625,6.40350675582886,312.101715087891,423.348968505859
112.0369,22.9394,"202010",7.50468607293442e-05,403.689300537109,126.145690917969,2.42094755172729,295.536010742188,-1.48049020767212,-1.40739905834198,47.1260528564453,84.1255187988281,210.480529785156,458.957672119141,5.32279682159424,984.64013671875,376800.40625,6.12741899490356,272.9189453125,373.212860107422
